"Group","AgeGroup","Education_Years","ShareHomeWith","RelationWithAdultFamily","UPF.Freq","UPF.Freq.N","Smartphone.ownership","Exercise.Freq","Overall.MHQ","AgeOfFirstSP","MHQ_bucket"
"GM","21-24",14,"3","1_Very Close to Most","several days a week",15,"Yes","several days a week",127,"21-25","Succeeding"
"GM","35-44",15,"5","2_Very Close to Some","several days a week",15,"Yes","several days a week",121.7,"Above 25","Succeeding"
"GM","25-34",NA,"1","3_Not Close","several days a week",15,"Yes","several days a week",-22,"Above 25","Struggling"
"GM","25-34",15,"3","1_Very Close to Most","several days a week",15,"Yes","a few times a month",-5.3,"Above 25","Struggling"
"GM","16-20",5,"3","3_Not Close","several days a week",15,"Yes","rarely/never",-85.5,"19","Struggling"
"GM","16-20",14,"6+","2_Very Close to Some","several days a week",15,"Yes","a few times a month",-52.8,"16","Struggling"
"GM","35-44",15,"5","4_Dont Get Along","several days a week",15,"Yes","several days a week",-51,"Above 25","Struggling"
"GM","16-20",12,"6+","3_Not Close","several days a week",15,"Yes","rarely/never",-11.8,"16","Struggling"
"GM","35-44",15,"6+","1_Very Close to Most","several days a week",15,"Yes","rarely/never",160.1,"Above 25","Succeeding"
"GM","25-34",15,"1","3_Not Close","several days a week",15,"Yes","several days a week",171.9,"Above 25","Succeeding"
"GM","35-44",15,"3","2_Very Close to Some","several days a week",15,"Yes","rarely/never",-2.6,"Above 25","Struggling"
"GM","35-44",15,"3","2_Very Close to Some","several days a week",15,"Yes","a few times a month",-2.6,"Above 25","Struggling"
"GM","21-24",NA,"4","1_Very Close to Most","several days a week",15,"Yes","once a day",111.6,"21-25","Succeeding"
"GM","21-24",14,"5","1_Very Close to Most","several days a week",15,"Yes","rarely/never",172.6,"20","Succeeding"
"GM","21-24",15,"3","2_Very Close to Some","several days a week",15,"Yes","several days a week",197.7,"21-25","Succeeding"
"GM","25-34",12,"6+","3_Not Close","several days a week",15,"No","once a week",133.1,"Above 25","Succeeding"
"GM","21-24",15,"6+","6_Prefer Not to Say","several days a week",15,"Yes","rarely/never",-12.9,"20","Struggling"
"GM","35-44",12,"4","1_Very Close to Most","several days a week",15,"Yes","several days a week",170,"Above 25","Succeeding"
"GM","16-20",12,"4","1_Very Close to Most","several days a week",15,"Yes","several days a week",125.5,"14","Succeeding"
"GM","21-24",15,"2","2_Very Close to Some","several days a week",15,"Yes","several days a week",-29,"21-25","Struggling"
"GM","35-44",14,"5","2_Very Close to Some","several days a week",15,"Yes","once a day",173.4,"Above 25","Succeeding"
"GM","25-34",12,"0","5_Dont Have Family","several days a week",15,"Yes","once a day",177.9,"Above 25","Succeeding"
"GM","25-34",12,"6+","2_Very Close to Some","several days a week",15,"Yes","rarely/never",-41.2,"Above 25","Struggling"
"GM","35-44",15,"6+","3_Not Close","several days a week",15,"Yes","several days a week",-51.6,"Above 25","Struggling"
"GM","25-34",5,"2","2_Very Close to Some","several days a week",15,"Yes","rarely/never",-25.5,"Above 25","Struggling"
"GM","55-64",17,"2","3_Not Close","several days a week",15,"Yes","once a day",-50.6,"Above 25","Struggling"
"GM","35-44",17,"1","1_Very Close to Most","several days a week",15,"Yes","once a week",118.8,"Above 25","Succeeding"
"GM","16-20",14,"6+","2_Very Close to Some","several days a week",15,"No","several days a week",143,"Do not Own","Succeeding"
"GM","25-34",12,"5","4_Dont Get Along","several days a week",15,"Yes","rarely/never",-4.9,"Above 25","Struggling"
"GM","35-44",12,"2","2_Very Close to Some","several days a week",15,"Yes","rarely/never",-1.8,"Above 25","Struggling"
"GM","21-24",5,"3","3_Not Close","several days a week",15,"Yes","a few times a month",157.8,"19","Succeeding"
"GM","21-24",5,"3","3_Not Close","several days a week",15,"Yes","rarely/never",157.8,"19","Succeeding"
"GM","45-54",5,"6+","1_Very Close to Most","several days a week",15,"Yes","once a day",-80.8,"Above 25","Struggling"
"GM","25-34",8,"3","2_Very Close to Some","several days a week",15,"Yes","rarely/never",-6.5,"Above 25","Struggling"
"GM","25-34",12,"1","3_Not Close","several days a week",15,"Yes","several days a week",146,"Above 25","Succeeding"
"GM","25-34",15,"3","2_Very Close to Some","several days a week",15,"Yes","rarely/never",119.8,"Above 25","Succeeding"
"GM","25-34",12,"2","3_Not Close","several days a week",15,"Yes","several days a week",197.7,"Above 25","Succeeding"
"GM","25-34",NA,"0","3_Not Close","several days a week",15,"Yes","several days a week",166.5,"Above 25","Succeeding"
"GM","25-34",12,"6+","1_Very Close to Most","several days a week",15,"Yes","once a day",127,"Above 25","Succeeding"
"GM","35-44",15,"6+","1_Very Close to Most","several days a week",15,"Yes","rarely/never",140.1,"Above 25","Succeeding"
"GM","35-44",17,"6+","3_Not Close","several days a week",15,"Yes","once a day",185.6,"Above 25","Succeeding"
"GM","21-24",12,"4","4_Dont Get Along","several days a week",15,"Yes","rarely/never",-52.8,"20","Struggling"
"GM","16-20",15,"4","4_Dont Get Along","several days a week",15,"Yes","several days a week",-6.1,"19","Struggling"
"GM","21-24",5,"1","3_Not Close","several days a week",15,"Yes","once a day",155.1,"17","Succeeding"
"GM","35-44",14,"2","1_Very Close to Most","several days a week",15,"Yes","several days a week",158.2,"Above 25","Succeeding"
"GM","25-34",12,"5","3_Not Close","several days a week",15,"Yes","several days a week",168.1,"Above 25","Succeeding"
"GM","35-44",15,"6+","1_Very Close to Most","several days a week",15,"Yes","once a day",178.7,"Above 25","Succeeding"
"GM","35-44",17,"3","1_Very Close to Most","several days a week",15,"Yes","a few times a month",188.6,"Above 25","Succeeding"
"GM","25-34",15,"1","1_Very Close to Most","several days a week",15,"Yes","several days a week",144.5,"Above 25","Succeeding"
"GM","55-64",NA,"6+","2_Very Close to Some","several days a week",15,"Yes","once a week",196.2,"Above 25","Succeeding"
"GM","45-54",15,"3","3_Not Close","several days a week",15,"Yes","several days a week",144.5,"Above 25","Succeeding"
"GM","25-34",15,"6+","3_Not Close","several days a week",15,"Yes","several days a week",140.3,"Above 25","Succeeding"
"GM","25-34",12,"5","2_Very Close to Some","several days a week",15,"Yes","several days a week",149,"Above 25","Succeeding"
"GM","35-44",12,"6+","3_Not Close","several days a week",15,"Yes","a few times a month",168.8,"Above 25","Succeeding"
"GM","35-44",12,"6+","3_Not Close","several days a week",15,"Yes","rarely/never",168.8,"Above 25","Succeeding"
"GM","21-24",12,"6+","1_Very Close to Most","several days a week",15,"Yes","once a week",193.9,"18","Succeeding"
"GM","25-34",14,"3","1_Very Close to Most","several days a week",15,"Yes","several days a week",181.7,"Above 25","Succeeding"
"GM","25-34",14,"2","1_Very Close to Most","several days a week",15,"Yes","rarely/never",171.9,"Above 25","Succeeding"
"GM","16-20",NA,"1","4_Dont Get Along","several days a week",15,"Yes","once a week",-10.6,"19","Struggling"
"GM","25-34",NA,"5","4_Dont Get Along","several days a week",15,"Yes","rarely/never",-65.3,"Above 25","Struggling"
"GM","25-34",14,"3","3_Not Close","several days a week",15,"Yes","several days a week",152.1,"Above 25","Succeeding"
"GM","45-54",5,"2","4_Dont Get Along","several days a week",15,"Yes","several days a week",127,"Above 25","Succeeding"
"GM","25-34",12,"2","2_Very Close to Some","several days a week",15,"Yes","a few times a month",117.9,"Above 25","Succeeding"
"GM","25-34",12,"2","2_Very Close to Some","several days a week",15,"Yes","rarely/never",117.9,"Above 25","Succeeding"
"GM","65+",17,"4","2_Very Close to Some","several days a week",15,"Yes","several days a week",164.3,"Above 25","Succeeding"
"GM","21-24",8,"5","2_Very Close to Some","several days a week",15,"Yes","several days a week",-79.6,"18","Struggling"
"GM","25-34",20,"5","1_Very Close to Most","several days a week",15,"Yes","once a day",-2.3,"Above 25","Struggling"
"GM","35-44",20,"5","1_Very Close to Most","several days a week",15,"Yes","rarely/never",139.2,"Above 25","Succeeding"
"GM","16-20",12,"3","1_Very Close to Most","several days a week",15,"Yes","several days a week",-38.5,"20","Struggling"
"GM","25-34",15,"1","2_Very Close to Some","several days a week",15,"Yes","a few times a month",-16.3,"Above 25","Struggling"
"GM","25-34",5,"4","1_Very Close to Most","several days a week",15,"Yes","rarely/never",129.5,"Above 25","Succeeding"
"GM","25-34",15,"1","2_Very Close to Some","several days a week",15,"Yes","several days a week",146,"Above 25","Succeeding"
"GM","25-34",15,"3","2_Very Close to Some","several days a week",15,"Yes","rarely/never",139.9,"Above 25","Succeeding"
"GM","35-44",5,"6+","3_Not Close","several days a week",15,"Yes","rarely/never",-24,"Above 25","Struggling"
"GM","21-24",14,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",122.8,"18","Succeeding"
"GM","21-24",NA,"1","2_Very Close to Some","several days a week",15,"Yes","once a week",120.9,"14","Succeeding"
"GM","21-24",5,"3","3_Not Close","several days a week",15,"Yes","rarely/never",-13.7,"17","Struggling"
"GM","21-24",14,"6+","2_Very Close to Some","several days a week",15,"Yes","once a day",121.7,"21-25","Succeeding"
"GM","35-44",14,"6+","1_Very Close to Most","several days a week",15,"Yes","several days a week",147.5,"Above 25","Succeeding"
"GM","21-24",15,"4","1_Very Close to Most","several days a week",15,"Yes","several days a week",115.8,"19","Succeeding"
"GM","25-34",NA,"0","1_Very Close to Most","several days a week",15,"Yes","rarely/never",146,"Above 25","Succeeding"
